id,grupo,nombre,descripcion,termino,visto
1491,capacidad,Potencia instalada de generación residuos renovables,"<p>La potencia instalada se corresponde con la potencia activa máxima que puede alcanzar una unidad de producción y viene determinada por la potencia menor de las especificadas en la placas de características de los grupos motor, turbina o alternador instalados en serie, o en su caso, cuando la instalación esté configurada por varios motores, turbinas o alternadores en paralelo es la menor de las sumas de las potencias de las placas de características de los motores, turbinas o alternadores que se encuentren en paralelo.</p><p>La potencia instalada se expresará en MW y se podrá desglosar por comunidad autónoma</p><p>En concreto este indicador se refiere a los grupos con tipo de producción residuos renovables.</p><p><b>Publicación:</b> diariamente para el mes en curso.</p>",potencia instalada,2026-08-31
1632,programa,Capacidad ofrecida subasta explícita mensual con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad ofertada [MW] en la subasta expl&iacute;cita mensual en el sentido PT-&gt;ES para cada hora del mes siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1633,programa,Capacidad ofrecida subasta explícita mensual con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad ofertada [MW] en la subasta expl&iacute;cita mensual en el sentido ES-&gt;PT para cada hora del mes siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1634,programa,Capacidad ofrecida subasta explícita trimestral con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad ofertada [MW] en la subasta expl&iacute;cita trimestral en el sentido PT-&gt;ES para cada hora del trimestre siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1635,programa,Capacidad ofrecida subasta explícita trimestral con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad ofertada [MW] en la subasta expl&iacute;cita trimestral en el sentido ES-&gt;PT para cada hora del trimestre siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1636,programa,Capacidad ofrecida subasta explícita anual con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad ofertada [MW] en la subasta expl&iacute;cita anual en el sentido PT-&gt;ES para cada hora del año siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1637,programa,Capacidad ofrecida subasta explícita anual con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad ofertada [MW] en la subasta expl&iacute;cita anual en el sentido ES-&gt;PT para cada hora del año siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1638,programa,Participantes en subasta explícita mensual  con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de sujetos que ofrecen capacidad en la subasta expl&iacute;cita mensual en el sentido PT-&gt;ES para el mes siguiente.</p><p><b>Publicaci&oacute;n:</b>  The exact date is specified in the auctions calendar https://www.esios.ree.es/en/auctions-calendar.</p>",D+1,2026-08-31
1639,programa,Participantes en subasta explícita mensual  con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de sujetos que ofrecen capacidad en la subasta expl&iacute;cita mensual en el sentido ES-&gt;PT para el mes siguiente.</p><p><b>Publicaci&oacute;n:</b>  The exact date is specified in the auctions calendar https://www.esios.ree.es/en/auctions-calendar.</p>",D+1,2026-08-31
1640,programa,Participantes adjudicatarios en subasta explícita mensual  con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de participantes que han ofertado capacidad en la subasta expl&iacute;cita mensual en el sentido PT-&gt;ES para el mes siguiente y les ha sido asignada en la subasta. </p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1641,programa,Participantes adjudicatarios en subasta explícita mensual  con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de participantes que han ofertado capacidad en la subasta expl&iacute;cita mensual en el sentido ES-&gt;PT para el mes siguiente y les ha sido asignada en la subasta. </p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1642,programa,Capacidad asignada en subasta explícita mensual con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad asignada [MW] en la subasta expl&iacute;cita mensual en el sentido PT-&gt;ES para cada hora del mes siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1643,programa,Capacidad asignada en subasta explícita mensual con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad asignada [MW] en la subasta expl&iacute;cita mensual en el sentido ES-&gt;PT para cada hora del mes siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1644,programa,Precio de subasta explícita mensual con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al precio [€/MW] al que se ha asignado la capacidad en la subasta expl&iacute;cita mensual en el sentido PT-&gt;ES para el mes siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1645,programa,Precio de subasta explícita mensual con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al precio [€/MW] al que se ha asignado la capacidad en la subasta expl&iacute;cita mensual en el sentido ES-&gt;PT para el mes siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1646,programa,Participantes en subasta explícita trimestral  con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de sujetos que ofrecen capacidad en la subasta expl&iacute;cita trimestral en el sentido PT-&gt;ES para el trimestre siguiente.</p><p><b>Publicaci&oacute;n:</b>  The exact date is specified in the auctions calendar https://www.esios.ree.es/en/auctions-calendar.</p>",D+1,2026-08-31
1647,programa,Participantes en subasta explícita trimestral  con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de sujetos que ofrecen capacidad en la subasta expl&iacute;cita trimestral en el sentido ES-&gt;PT para el trimestre siguiente.</p><p><b>Publicaci&oacute;n:</b>  The exact date is specified in the auctions calendar https://www.esios.ree.es/en/auctions-calendar.</p>",D+1,2026-08-31
1648,programa,Participantes adjudicatarios en subasta explícita trimestral  con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de participantes que han ofertado capacidad en la subasta expl&iacute;cita trimestral en el sentido PT-&gt;ES para el trimestre siguiente y les ha sido asignada en la subasta. </p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1649,programa,Participantes adjudicatarios en subasta explícita trimestral  con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de participantes que han ofertado capacidad en la subasta expl&iacute;cita trimestral en el sentido ES-&gt;PT para el trimestre siguiente y les ha sido asignada en la subasta. </p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1650,programa,Capacidad asignada en subasta explícita trimestral con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad asignada [MW] en la subasta expl&iacute;cita trimestral en el sentido PT-&gt;ES para cada hora del trimestre siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1651,programa,Capacidad asignada en subasta explícita trimestral con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad asignada en megawatios [MW] en la subasta expl&iacute;cita trimestral en el sentido ES-&gt;PT para cada hora del trimestre siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1652,programa,Precio de subasta explícita trimestral con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al precio [€/MW] al que se ha asignado la capacidad en la subasta expl&iacute;cita trimestral en el sentido PT-&gt;ES para el trimestre siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1653,programa,Precio de subasta explícita trimestral con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al precio [€/MW] al que se ha asignado la capacidad en la subasta expl&iacute;cita trimestral en el sentido ES-&gt;PT para el trimestre siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1654,programa,Participantes en subasta explícita anual  con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de sujetos que ofrecen capacidad en la subasta expl&iacute;cita anual en el sentido PT-&gt;ES para el año siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1655,programa,Participantes en subasta explícita anual  con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de sujetos que ofrecen capacidad en la subasta expl&iacute;cita anual en el sentido ES-&gt;PT para el año siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1656,programa,Participantes adjudicatarios en subasta explícita anual  con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de participantes que han ofertado capacidad en la subasta expl&iacute;cita anual en el sentido PT-&gt;ES para el año siguiente y les ha sido asignada en la subasta. </p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1657,programa,Participantes adjudicatarios en subasta explícita anual  con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al n&uacute;mero de participantes que han ofertado capacidad en la subasta expl&iacute;cita anual en el sentido ES-&gt;PT para el año siguiente y les ha sido asignada en la subasta. </p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1658,programa,Capacidad asignada en subasta explícita anual con Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad asignada [MW] en la subasta expl&iacute;cita anual en el sentido PT-&gt;ES para cada hora del año siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1659,programa,Capacidad asignada en subasta explícita anual con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a la capacidad asignada [MW] en la subasta expl&iacute;cita anual en el sentido ES-&gt;PT para cada hora del año siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
